"GeneSymbol","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"Tlr5",-2.544472,8.40168,-10.9497087096803,3.02830761646531e-08,2.65796833720271e-06,9.34695385385129
"E2f2",-1.398348,9.277868,-10.9434756476461,3.05014060454788e-08,2.66659142773977e-06,9.33962875045893
"Hist1h3e",-0.958905999999999,9.599057,-10.9252745009819,3.11485890729789e-08,2.71249242727282e-06,9.31821806424492
"Adgre1",0.77228,10.48706,10.917243331806,3.14387861204365e-08,2.7270690804313e-06,9.30876089577757
"Id1",-1.052524,9.158606,-10.8866754144467,3.25699040498922e-08,2.81419178728368e-06,9.27271036151604
"Slc2a1",1.13974,11.94497,10.8811011769892,3.27807965750608e-08,2.82143553777442e-06,9.26612692382185
"Hist1h3i",-0.993207999999999,10.062336,-10.8741893363191,3.30443144476936e-08,2.83313531515631e-06,9.25795967452921
"Klf4",-0.823334,10.330753,-10.8524225217139,3.38890119454892e-08,2.89438230485205e-06,9.23221006473497
"Slc39a1",0.952326,9.393161,10.8391622453534,3.44148332273451e-08,2.92802983389435e-06,9.21650168008296
"Nav1",-1.612988,9.432606,-10.8326510587831,3.46761975036087e-08,2.93900626627914e-06,9.20878234775318
"Hist1h2ak",-0.86188,10.71278,-10.8241099229477,3.50222511983584e-08,2.95038290437682e-06,9.1986503596467
"Cxcl13",2.665018,8.001179,10.8203092008123,3.51774209825452e-08,2.95038290437682e-06,9.19413951440334
"Hist1h3f",-0.85832,8.960366,-10.8195374326911,3.5209018718358e-08,2.95038290437682e-06,9.19322338360588
"Cct6a",0.873952000000001,8.891286,10.8144277082704,3.54189841723995e-08,2.95681940801617e-06,9.18715644566374
"Mta3",-0.74044,10.6825,-10.7980443880405,3.61012253893106e-08,3.00248618350199e-06,9.16768739563744
"Rnasel",-0.97094,10.36035,-10.753615005336,3.80226842142799e-08,3.13877964930223e-06,9.11476212039342
"Mllt3",-1.252628,5.588866,-10.7480167382933,3.8272405001456e-08,3.13931339018972e-06,9.10808005757251
"Fam122b",-1.374914,7.788409,-10.7471350175539,3.83118944763314e-08,3.13931339018972e-06,9.10702736873323
"Ing2",-1.00922,9.4669,-10.7110797102742,3.99643965828536e-08,3.26268158278988e-06,9.06391745179507
"Rhbdf2",0.934740000000001,11.20201,10.7018546295282,4.03992714963127e-08,3.28610338039238e-06,9.0528674680701
"Ttll3",-1.055838,9.881341,-10.6930205634013,4.0820433235244e-08,3.30824284825485e-06,9.04227822690054
"Ttc19",1.275054,8.835333,10.6876196008493,4.10802206755997e-08,3.31719047389952e-06,9.03580051046136
"Rnd1",1.190412,6.835786,10.6789797342672,4.14994627568188e-08,3.33890242745622e-06,9.02543236480597
"Tank",1.389944,10.231768,10.6650086164365,4.21870557061075e-08,3.38197024913294e-06,9.00865139220312
"Pnpla5",-1.53214,8.004826,-10.6555920483105,4.26573229776602e-08,3.40736875554648e-06,8.99733040926031
"Hist1h2bb",-1.209582,9.791749,-10.6399233454601,4.34522224864269e-08,3.45424597381936e-06,8.97847396915578
"Acp2",1.260426,7.388439,10.6350057374354,4.37049368447293e-08,3.45424597381936e-06,8.97255102295331
"Zfp608",-0.756780000000001,10.15337,-10.634891049123,4.37108492589048e-08,3.45424597381936e-06,8.97241286038816
"Psmb6",1.02736,11.5948,10.6211219617761,4.44268916476899e-08,3.4932790286663e-06,8.95581632459139
"Cmbl",-1.170764,7.81612,-10.6193601662478,4.45194075976116e-08,3.4932790286663e-06,8.95369142963904
"Ccdc50",0.76852,11.15728,10.6081419011987,4.51133307565992e-08,3.52741768584874e-06,8.94015409575134
"Mkks",1.023268,10.642966,10.6044952107893,4.5308205652714e-08,3.53022461306725e-06,8.93575093454309
"Rcl1",1.476168,8.214154,10.5968458041774,4.57198950576356e-08,3.54984611765684e-06,8.9265105562409
"Sema6d",-1.340594,9.322897,-10.5751318453027,4.69103555701432e-08,3.62958660554216e-06,8.90024953856334
"Stmn1",-0.843500000000001,11.65705,-10.567242181369,4.73510301297701e-08,3.64462202140571e-06,8.89069640410541
"Pdgfc",-1.59848,9.70728,-10.5657843871547,4.7432935431246e-08,3.64462202140571e-06,8.88893058488335
"Smurf1",0.786912000000001,9.633152,10.5523840408651,4.81929209146446e-08,3.69024828217447e-06,8.87268914046734
"Card11",-1.2092,11.6256,-10.5427011776617,4.87501258240343e-08,3.72008692112888e-06,8.86094248393889
"Adgrg1",-1.27915,8.602075,-10.5243538628437,4.98248033912234e-08,3.78907391816955e-06,8.83865960861814
"Elk3",1.085408,9.417082,10.5177117841684,5.02200431493018e-08,3.80609651253719e-06,8.83058469047316
"Rbpj",1.03704,9.58158,10.5031281856853,5.10995883087994e-08,3.85958319042585e-06,8.81283998267541
"Kiz",-1.133122,9.842759,-10.4932917519157,5.17020681365458e-08,3.88111849780956e-06,8.80085968320906
"Sorbs3",-0.761622000000001,9.969129,-10.4927695319973,5.17342644038381e-08,3.88111849780956e-06,8.80022337998899
"Fmnl1",-0.690359999999998,10.84916,-10.4855489406969,5.21816248926682e-08,3.90149886318717e-06,8.79142265291753
"Ifrd1",1.718478,7.450483,10.4656413369003,5.34364586202731e-08,3.98191275208652e-06,8.76713204988105
"Slc7a8",1.131092,10.509934,10.4373296581155,5.52765719761947e-08,4.08490269893934e-06,8.73252001665461
"Hist1h4c",-1.29778,9.96395,-10.4359125783944,5.53704274691858e-08,4.08490269893934e-06,8.7307855131458
"Tmem243",1.618,9.207128,10.4251166096639,5.60910477749297e-08,4.1243635989738e-06,8.71756476439363
"Fry",-1.279748,8.550478,-10.4210480533022,5.63652007712223e-08,4.1308437238474e-06,8.71257942551533
"Mccc2",-1.24649,9.081913,-10.3981165025504,5.79372813359449e-08,4.23208970179603e-06,8.68445004469086
"Hist2h2ac",-0.85816,11.27984,-10.3914968241101,5.83997164099134e-08,4.25188230360176e-06,8.6763202279692
"Hepacam2",-2.196206,8.752361,-10.3874501542272,5.86843382558268e-08,4.25864188009441e-06,8.67134825936397
"Lsp1",-1.34704,12.20414,-10.3605103592968,6.06171303377749e-08,4.37529544362446e-06,8.6382070994682
"Ddx26b",-0.909128,10.087816,-10.3595687828256,6.06858955523883e-08,4.37529544362446e-06,8.63704747476446
"H2afv",-0.971085999999999,9.776577,-10.3424964732316,6.19472085481892e-08,4.45177900654075e-06,8.61600630066908
"Serpinb1a",-1.18187,10.596185,-10.3367484605579,6.23781215199893e-08,4.46828569829962e-06,8.60891549563033
"Car4",1.45878,12.41275,10.3249268097358,6.32744051733844e-08,4.51791460218705e-06,8.5943218369998
"Reps2",-1.01605,10.287095,-10.3137280846557,6.41360934187313e-08,4.56476311043701e-06,8.58048430605623
"Nlrp1b",-1.430244,8.285784,-10.3084335057301,6.45478202952418e-08,4.57938944880556e-06,8.57393777911138
"Cdkal1",-0.824169999999999,9.286231,-10.3000849143759,6.52027564169684e-08,4.59841260165344e-06,8.56360939689181
"Adamts10",-0.981116000000001,9.70807,-10.2997380908687,6.52301166135655e-08,4.59841260165344e-06,8.56318017652469
"Casp2",-0.867544,8.687436,-10.2858663083532,6.6334499273147e-08,4.66146800904906e-06,8.54600291777217
"Kctd12b",-1.530946,7.325593,-10.2822104125458,6.66288552941671e-08,4.66738284120592e-06,8.54147265562288
"Mreg",1.015232,7.450828,10.276791808381,6.70676929097774e-08,4.68334965017143e-06,8.53475563887153
"Sirpb1a",-1.224418,8.413883,-10.2659911935654,6.79515945358114e-08,4.73019783154304e-06,8.52135817479475
"Kif15",-1.165538,7.945277,-10.2289721567016,7.10763133715149e-08,4.9102624875987e-06,8.4753494190491
"Nfkbiz",1.277484,10.161078,10.2265427482494,7.12866462426907e-08,4.9102624875987e-06,8.47232522257062
"Psmd12",0.949832000000001,10.317524,10.2262920406806,7.13083895781882e-08,4.9102624875987e-06,8.47201310077379
"Hmgcr",1.049568,10.101396,10.2249741442068,7.14228039040971e-08,4.9102624875987e-06,8.47037226328917
"Pros1",-1.011348,9.903346,-10.2141497317609,7.23699491259371e-08,4.94862538220454e-06,8.45688876927322
"Hk2",1.172114,10.333723,10.2117239168334,7.25840353063194e-08,4.94862538220454e-06,8.45386541428593
"Tm6sf1",-0.819020000000001,11.11251,-10.2108498582017,7.26613387192205e-08,4.94862538220454e-06,8.45277590691135
"Dcn",1.33831,7.132259,10.2084704782208,7.28722192191698e-08,4.94862538220454e-06,8.44980963658077
"Man2a1",1.04022,11.20217,10.2048711114463,7.31924621404414e-08,4.95521894600805e-06,8.44532137288822
"Lmo4",0.903380000000001,10.65109,10.1896222633576,7.45658654300686e-08,5.03285595057782e-06,8.42629213134077
"Ctsk",1.0455,11.95909,10.1659870662493,7.67489859588911e-08,5.1284616852047e-06,8.39675085391874
"Hist2h2aa1",-0.787960000000001,12.05154,-10.1630542565734,7.70245822870915e-08,5.1284616852047e-06,8.3930812220735
"Hist2h2aa2",-0.787960000000001,12.05154,-10.1630542565734,7.70245822870915e-08,5.1284616852047e-06,8.3930812220735
"Crebrf",-1.136224,7.604964,-10.1618601970158,7.71370892037454e-08,5.1284616852047e-06,8.39158692336479
"Rpp40",1.002452,7.769716,10.1529274742193,7.79843097607801e-08,5.1693121867101e-06,8.38040351951543
"Akr1b8",2.196388,9.400126,10.147771707646,7.84778021471939e-08,5.17749757397733e-06,8.37394501367294
"Hsd17b7",1.794804,9.123512,10.14676955056,7.85741098095272e-08,5.17749757397733e-06,8.37268932112748
"P2ry12",-1.33734,8.354544,-10.1397782741117,7.92494779469133e-08,5.20655002156555e-06,8.36392647620459
"Hist1h2ad",-0.876859999999999,11.23359,-10.1324101625956,7.99679295725833e-08,5.23825322740055e-06,8.3546859136463
"Rap2a",1.471704,9.886728,10.1255606286284,8.06420248827939e-08,5.26687295455094e-06,8.34609074563847
"Ppap2b",2.415958,9.045855,10.1169978485408,8.1493232012231e-08,5.29823702479339e-06,8.33533896397968
"Mcam",-1.732598,8.831629,-10.1159361609908,8.15994353994118e-08,5.29823702479339e-06,8.33400534295766
"Tnfaip8l2",-1.050862,9.982349,-10.1018595869475,8.30215376861461e-08,5.37485791795499e-06,8.31631239197418
"Syne1",-0.839008000000001,10.609156,-10.0960299927176,8.36181692377296e-08,5.39774728515414e-06,8.3089791917752
"Fam193b",-1.15165,9.829015,-10.088296727262,8.4416671940843e-08,5.43349744092278e-06,8.29924593921326
"Wfdc10",-1.133674,9.062599,-10.0843456831474,8.48277626837329e-08,5.44417716229761e-06,8.294270703943
"Atp2a2",0.71906,11.39061,10.0645713229377,8.6917413811591e-08,5.56221351902072e-06,8.26934634279483
"Sh3bgrl",0.90208,10.7466,10.0538578442536,8.80723395640032e-08,5.61992635735131e-06,8.25582587439229
"Dna2",-0.888286,8.828933,-10.0404672426169,8.95388342640943e-08,5.67442978733531e-06,8.2389102435748
"Ifnar1",0.97181,8.610209,10.0395975928558,8.96349683029493e-08,5.67442978733531e-06,8.23781102241448
"Psmd10",1.375174,10.632273,10.0382415257114,8.97850914430554e-08,5.67442978733531e-06,8.2360968230652
"Mknk2",-0.738079999999999,10.68518,-10.0367670123416,8.99486303315333e-08,5.67442978733531e-06,8.2342326810304
"Kazald1",-1.934516,8.746364,-10.0238391997157,9.13960834255546e-08,5.74940914602795e-06,8.21787918613984
"Adam17",0.89717,10.315895,10.0085905130216,9.31352652548771e-08,5.84226468997119e-06,8.19856762151669
"Ppox",-0.835179999999999,10.80037,-10.0062698320872,9.34030170965401e-08,5.8425560497064e-06,8.19562650668732
"Hist1h2ac",-1.22622,9.278912,-9.99756394462294,9.44147820567594e-08,5.88925463582134e-06,8.18458813048115
"Cited2",-0.86038,10.80111,-9.9902315437206,9.52759583756089e-08,5.92632473862401e-06,8.17528513343735
"Klhl3",-0.931264,7.098756,-9.9832300229794,9.6106064757479e-08,5.96126054191223e-06,8.16639673679853
"Gpcpd1",-1.114402,10.472979,-9.9754929413361,9.70323238996273e-08,6.00194926048781e-06,8.15656863065881
"Eif4e",1.268966,9.459587,9.97019786471476,9.76716967876917e-08,6.02471583018745e-06,8.14983892182841
"Utp20",0.899092,8.300196,9.96579861476507,9.82063035592949e-08,6.04091184719585e-06,8.14424553563557
"Dgka",-1.12137,9.587375,-9.95930377259961,9.90012609586069e-08,6.07298895261554e-06,8.13598404804959
"Jarid2",-0.947012,10.177414,-9.95322969619333,9.97509049409646e-08,6.10211734192578e-06,8.12825380460387
"Fhl3",0.7308,9.233474,9.94698640910385,1.00527719806903e-07,6.1259272809885e-06,8.1203042083805
"Lrrc8c",1.39569,9.534147,9.9456737624675,1.0069186064851e-07,6.1259272809885e-06,8.11863229467939
"Ifitm1",1.354806,9.056113,9.94031305650624,1.0136515518308e-07,6.15003998905867e-06,8.11180251622197
"Elp5",0.726224,10.314188,9.93006170306869,1.02666058492782e-07,6.21018048028667e-06,8.0987334861787
"Tmem71",-0.925234,7.535277,-9.92811013271768,1.02915717227123e-07,6.21018048028667e-06,8.09624426606944
"Ubtd2",0.829622000000001,7.874103,9.9063157597098,1.05748036541792e-07,6.35080109086205e-06,8.06841858190586
"Krt80",-1.05575,8.194617,-9.90385296244744,1.06073261182088e-07,6.35080109086205e-06,8.06527111179212
"Ak8",-1.330782,8.837861,-9.90361999845585,1.06104080190481e-07,6.35080109086205e-06,8.06497334948458
"Epcam",-1.465154,8.361851,-9.89737653047394,1.0693358701442e-07,6.3832452506511e-06,8.05699115925455
"Kat6b",-0.945886000000001,10.230957,-9.89318056695334,1.07494930723773e-07,6.39955075509948e-06,8.05162438050245
"A730008H23Rik",-0.902679999999999,10.85818,-9.89091496947554,1.07799326981172e-07,6.40051298113342e-06,8.04872583741825
"Ikbke",2.621498,9.500819,9.88642871301998,1.08404786367465e-07,6.41929782953579e-06,8.04298465549983
"Ttll5",-0.782664,8.895906,-9.86277697727626,1.11657069967989e-07,6.59430025454567e-06,8.01268195070191
"Dgkg",-2.357012,9.459474,-9.85342790491348,1.12971072689106e-07,6.65420594200075e-06,8.00068765442287
"Ptpn1",1.03218,11.78381,9.84772452715839,1.13780734190104e-07,6.68416662281863e-06,7.99336604326003
"Ifi204",0.837719999999999,10.22014,9.83328431626576,1.15858372531202e-07,6.78826126761971e-06,7.97481333953082
"Hdac5",-0.908786000000002,10.178247,-9.82318611837211,1.17335205525537e-07,6.85669887868439e-06,7.96182615062675
"Psmd1",1.016844,10.398118,9.81790641479302,1.18115294362818e-07,6.88416857380771e-06,7.95503168747417
"Gpr85",2.229418,6.169185,9.78083897512228,1.23749587230442e-07,7.19367364931729e-06,7.90724639694472
"Sh2d1b2",-0.734126,10.248777,-9.7751022250908,1.24646780375882e-07,7.22690967369933e-06,7.89983787089669
"Kctd12",-0.970346,10.581527,-9.75194572713517,1.28339144194468e-07,7.41462095218188e-06,7.86989763889102
"Sppl2a",0.80396,10.79508,9.75045277582051,1.28581151036656e-07,7.41462095218188e-06,7.86796536585021
"Ucp3",-1.551046,9.055329,-9.74857606514503,1.28886052757913e-07,7.41462095218188e-06,7.86553606990056
"Thbs3",-0.967142,8.116207,-9.74441893407002,1.29564182498026e-07,7.43437270426656e-06,7.86015356145518
"Fos",-1.1176,11.4574,-9.73624201476527,1.30909117719448e-07,7.4687416670915e-06,7.84956099220188
"Tm9sf4",1.327142,9.782249,9.73349680695111,1.3136396548724e-07,7.4687416670915e-06,7.84600318680394
"Relb",0.986776,9.130042,9.73334720262034,1.31388801285656e-07,7.4687416670915e-06,7.84580927559451
"Fcgr4",-0.994435999999999,9.959362,-9.73213069235933,1.31590939220697e-07,7.4687416670915e-06,7.84423239442778
"Il2rg",1.12864,10.82332,9.73060541190288,1.3184484974781e-07,7.4687416670915e-06,7.84225505171107
"D630039A03Rik",-1.271004,8.382516,-9.72437690690914,1.32887109301794e-07,7.50862887825862e-06,7.83417796399984
"Rnf167",-0.848742,10.468769,-9.7214448647604,1.3338077380782e-07,7.51739457658997e-06,7.83037427403857
"Malt1",1.203334,10.658413,9.7140647107765,1.34632001179129e-07,7.56870434983226e-06,7.82079605218023
"Pced1b",-0.837991999999999,9.466428,-9.71077298818738,1.35194091644135e-07,7.58111110871128e-06,7.816522060059
"Gm5150",-1.104252,9.726354,-9.70084387842568,1.36904719249094e-07,7.65769822580698e-06,7.8036230163843
"Chpt1",0.852848,7.37918,9.69612697061124,1.37725405843569e-07,7.66841157432911e-06,7.79749151478649
"Rest",0.956794000000001,9.078807,9.69510224349323,1.37904386034009e-07,7.66841157432911e-06,7.79615915807136
"Arhgap25",-0.855470000000001,9.298805,-9.69379970947865,1.38132244876684e-07,7.66841157432911e-06,7.7944654325063
"Plcb2",-0.940120000000001,11.33618,-9.69021016962478,1.3876225235377e-07,7.68417599942098e-06,7.78979690010124
"Plekhg3",-0.802544,10.446468,-9.68728885591861,1.39277229789484e-07,7.6935078724012e-06,7.785996437825
"Tsc22d1",-1.048928,8.568514,-9.66737917463641,1.42841457169499e-07,7.8529135806209e-06,7.76007066704093
"H2-DMb2",-0.83776,11.18204,-9.66722041629838,1.42870264188546e-07,7.8529135806209e-06,7.75986376558885
"Rem1",-0.95873,8.578787,-9.65966272640632,1.44248783308101e-07,7.90910736330785e-06,7.75001108496488
"Rara",-1.12509,10.412235,-9.63612981168338,1.48632366312355e-07,8.1094111212092e-06,7.7192926796849
"Itpr2",-1.129416,10.087912,-9.62107184353046,1.51511317794692e-07,8.24622628173759e-06,7.69960558432727
"Rnf149",1.476256,10.574612,9.60209239365735,1.55224614645342e-07,8.42767186507204e-06,7.67475652648978
"Tnfrsf18",-0.813056,8.361996,-9.5896817459558,1.57704891735194e-07,8.54145079480908e-06,7.6584866414843
"Hvcn1",1.2851,9.86429,9.58040928662123,1.59585443637601e-07,8.62227338544176e-06,7.64631989270846
"Scel",-1.678584,8.49904,-9.56200400496853,1.63389109140903e-07,8.80635572228857e-06,7.62214193701532
"Wfdc18",1.232048,7.55762,9.5480333933701,1.66340501711048e-07,8.94372198788262e-06,7.60376493490458
"Mamdc2",-1.225012,7.880252,-9.51801836376344,1.72874487873133e-07,9.27258666113718e-06,7.56421101787078
"Prrc1",1.008182,10.562469,9.50227492518634,1.76410112293192e-07,9.43942880381356e-06,7.54342487095285
"Nrp1",-0.855114,9.539685,-9.49638312733734,1.77752944764707e-07,9.48841800828143e-06,7.53563891601677
"Ralgds",0.789656000000001,10.535012,9.48321548790304,1.80793428004387e-07,9.62757520926961e-06,7.51822424044805
"Cysltr1",-1.355832,6.474778,-9.46581866234598,1.84895353549967e-07,9.80150843379887e-06,7.49518711105669
"Tia1",-0.648824,8.95642,-9.46562130834981,1.84942449507418e-07,9.80150843379887e-06,7.49492558110216
"Slc39a14",0.930502,10.591469,9.45670148769636,1.87084396047911e-07,9.87917393470451e-06,7.48310071976585
"Adgrl3",-1.39993,9.518375,-9.45398375365711,1.87742235476381e-07,9.87917393470451e-06,7.47949612237739
"Crtap",1.451166,8.551427,9.45398239444736,1.87742565092556e-07,9.87917393470451e-06,7.47949431942054
"Hspa12a",-0.976982,8.537501,-9.43290082373943,1.92929601960719e-07,1.0128119955413e-05,7.45150565126097
"E230029C05Rik",-1.04641,7.732903,-9.4193134052477,1.96353172503007e-07,1.02629140358106e-05,7.43344048948663
"Exoc4",-0.872296000000001,10.540992,-9.41904432669848,1.9642161871654e-07,1.02629140358106e-05,7.43308252981124
"Entpd1",-1.20544,10.0973,-9.41138977950094,1.98379369097002e-07,1.03216093430674e-05,7.42289620284083
"Hgf",-1.420656,6.248436,-9.41101944731513,1.98474609992334e-07,1.03216093430674e-05,7.42240321697324
"Hist1h3h",-0.899762,10.254539,-9.40134945840868,2.00978761228857e-07,1.04274167566542e-05,7.40952516025172
"Gk",1.95825,7.895545,9.39936347629741,2.0149719100501e-07,1.04299455092244e-05,7.40687903609903
"Dram1",1.10928,10.62192,9.39668613248667,2.02198344160974e-07,1.04418986754386e-05,7.40331104902082
"Fgd6",0.984516,7.60489,9.38274382460201,2.05891693871996e-07,1.0607960450398e-05,7.38471785048161
"Sstr4",-0.970382,8.291435,-9.38060648685331,2.06464178467458e-07,1.06128322848342e-05,7.38186562963868
"Dock2",-0.84528,10.85596,-9.37742055250473,2.0732066650549e-07,1.06322464674848e-05,7.37761314228269
"Snx32",-1.06944,8.035266,-9.37536027281355,2.07876546861281e-07,1.06361903216627e-05,7.37486254367874
"C5ar2",-1.595182,8.410239,-9.3662217316561,2.10361334306587e-07,1.07385834243956e-05,7.36265634679128
"Ophn1",-0.829862,7.559233,-9.36240056541563,2.11409643483824e-07,1.07673452825729e-05,7.35754972446431
"Tspan32",-1.00958,9.76439,-9.34545348197622,2.16126210158218e-07,1.09823767111519e-05,7.33488197465539
"Slc1a2",2.247896,7.850858,9.3430188364247,2.16812919351691e-07,1.09921180071316e-05,7.3316228591721
"Sdc1",1.296552,7.27158,9.33789931414373,2.18264480883067e-07,1.10157034968051e-05,7.32476750140436
"Pbx1",-1.053674,8.054633,-9.33787898105573,2.18270266531309e-07,1.10157034968051e-05,7.32474026830776
